,production_line,number_of_components,components,times_component_used,connection_key_category,connection_key_numeric,connection_key_date
509,L0_S10_F263,17,T16777248,66,10263,10262,10264
510,L0_S10_F263,17,T48,59,10263,10262,10264
511,L0_S10_F263,17,T48576,54,10263,10262,10264
512,L0_S10_F263,17,T8,41,10263,10262,10264
513,L0_S10_F263,17,T512,27,10263,10262,10264
514,L0_S10_F263,17,T4,17,10263,10262,10264
515,L0_S10_F263,17,T16777557,14,10263,10262,10264
516,L0_S10_F263,17,T16,9,10263,10262,10264
517,L0_S10_F263,17,T33554448,8,10263,10262,10264
518,L0_S10_F263,17,T52,7,10263,10262,10264
519,L0_S10_F263,17,T12582912,6,10263,10262,10264
520,L0_S10_F263,17,T56,6,10263,10262,10264
521,L0_S10_F263,17,T18436,3,10263,10262,10264
522,L0_S10_F263,17,T178258,1,10263,10262,10264
523,L0_S10_F263,17,T33554944,1,10263,10262,10264
524,L0_S10_F265,1,T1,486,10265,10264,10266
525,L0_S10_F267,1,T1,294,10267,10266,10268
526,L0_S10_F268,17,T16777232,99,10268,10267,10269
527,L0_S10_F268,17,T32,68,10268,10267,10269
528,L0_S10_F268,17,T16777248,66,10268,10267,10269
529,L0_S10_F268,17,T48,59,10268,10267,10269
530,L0_S10_F268,17,T48576,54,10268,10267,10269
531,L0_S10_F268,17,T8,41,10268,10267,10269
532,L0_S10_F268,17,T512,27,10268,10267,10269
533,L0_S10_F268,17,T4,17,10268,10267,10269
534,L0_S10_F268,17,T16777557,14,10268,10267,10269
535,L0_S10_F268,17,T16,9,10268,10267,10269
536,L0_S10_F268,17,T33554448,8,10268,10267,10269
537,L0_S10_F268,17,T52,7,10268,10267,10269
538,L0_S10_F268,17,T56,6,10268,10267,10269
539,L0_S10_F268,17,T12582912,6,10268,10267,10269
540,L0_S10_F268,17,T18436,3,10268,10267,10269
541,L0_S10_F268,17,T33554944,1,10268,10267,10269
542,L0_S10_F268,17,T178258,1,10268,10267,10269
543,L0_S10_F270,1,T1,486,10270,10269,10271
544,L0_S10_F272,1,T1,294,10272,10271,10273
545,L0_S10_F273,17,T16777232,99,10273,10272,10274
546,L0_S10_F273,17,T32,68,10273,10272,10274
547,L0_S10_F273,17,T16777248,66,10273,10272,10274
548,L0_S10_F273,17,T48,59,10273,10272,10274
549,L0_S10_F273,17,T48576,54,10273,10272,10274
550,L0_S10_F273,17,T8,41,10273,10272,10274
551,L0_S10_F273,17,T512,27,10273,10272,10274
552,L0_S10_F273,17,T4,17,10273,10272,10274
553,L0_S10_F273,17,T16777557,14,10273,10272,10274
554,L0_S10_F273,17,T16,9,10273,10272,10274
555,L0_S10_F273,17,T33554448,8,10273,10272,10274
556,L0_S10_F273,17,T52,7,10273,10272,10274
557,L0_S10_F273,17,T56,6,10273,10272,10274
558,L0_S10_F273,17,T12582912,6,10273,10272,10274
559,L0_S10_F273,17,T18436,3,10273,10272,10274
560,L0_S10_F273,17,T178258,1,10273,10272,10274
561,L0_S10_F273,17,T33554944,1,10273,10272,10274
562,L0_S10_F275,1,T1,486,10275,10274,10276
563,L0_S10_F277,1,T1,294,10277,10276,10278
564,L0_S10_F278,17,T16777232,99,10278,10277,10279
565,L0_S10_F278,17,T32,68,10278,10277,10279
566,L0_S10_F278,17,T16777248,66,10278,10277,10279
567,L0_S10_F278,17,T48,59,10278,10277,10279
568,L0_S10_F278,17,T48576,54,10278,10277,10279
569,L0_S10_F278,17,T8,41,10278,10277,10279
570,L0_S10_F278,17,T512,27,10278,10277,10279
571,L0_S10_F278,17,T4,17,10278,10277,10279
572,L0_S10_F278,17,T16777557,14,10278,10277,10279
573,L0_S10_F278,17,T16,9,10278,10277,10279
574,L0_S10_F278,17,T33554448,8,10278,10277,10279
575,L0_S10_F278,17,T52,7,10278,10277,10279
576,L0_S10_F278,17,T56,6,10278,10277,10279
577,L0_S10_F278,17,T12582912,6,10278,10277,10279
578,L0_S10_F278,17,T18436,3,10278,10277,10279
579,L0_S10_F278,17,T178258,1,10278,10277,10279
580,L0_S10_F278,17,T33554944,1,10278,10277,10279
581,L0_S11_F279,1,T1,6,11279,11278,11280
582,L0_S11_F281,1,T12582912,6,11281,11280,11282
583,L0_S11_F283,1,T1,6,11283,11282,11284
584,L0_S11_F285,1,T12582912,6,11285,11284,11286
585,L0_S11_F287,1,T1,6,11287,11286,11288
586,L0_S11_F289,1,T12582912,6,11289,11288,11290
587,L0_S11_F291,1,T1,6,11291,11290,11292
588,L0_S11_F293,1,T12582912,6,11293,11292,11294
589,L0_S11_F295,1,T1,6,11295,11294,11296
590,L0_S11_F297,1,T12582912,6,11297,11296,11298
591,L0_S11_F299,1,T1,6,11299,11298,11300
592,L0_S11_F301,1,T12582912,6,11301,11300,11302
593,L0_S11_F303,1,T1,6,11303,11302,11304
594,L0_S11_F305,1,T12582912,6,11305,11304,11306
595,L0_S11_F307,1,T1,6,11307,11306,11308
596,L0_S11_F309,1,T12582912,6,11309,11308,11310
597,L0_S11_F311,1,T1,6,11311,11310,11312
598,L0_S11_F313,1,T12582912,6,11313,11312,11314
599,L0_S11_F315,1,T1,6,11315,11314,11316
600,L0_S11_F317,1,T12582912,6,11317,11316,11318
601,L0_S11_F319,1,T1,6,11319,11318,11320
602,L0_S11_F321,1,T12582912,6,11321,11320,11322
603,L0_S11_F323,1,T1,6,11323,11322,11324
604,L0_S11_F325,1,T12582912,6,11325,11324,11326
605,L0_S11_F327,1,T1,6,11327,11326,11328
606,L0_S11_F329,1,T12582912,6,11329,11328,11330
607,L0_S14_F359,1,T1,68,14359,14358,14360
608,L0_S14_F361,4,T64,39,14361,14360,14362
609,L0_S14_F361,4,T32,22,14361,14360,14362
610,L0_S14_F361,4,T128,6,14361,14360,14362
611,L0_S14_F361,4,T96,1,14361,14360,14362
612,L0_S14_F363,1,T1,68,14363,14362,14364
613,L0_S14_F365,4,T64,39,14365,14364,14366
614,L0_S14_F365,4,T32,22,14365,14364,14366
615,L0_S14_F365,4,T128,6,14365,14364,14366
616,L0_S14_F365,4,T96,1,14365,14364,14366
617,L0_S14_F367,1,T1,68,14367,14366,14368
618,L0_S14_F369,4,T64,39,14369,14368,14370
619,L0_S14_F369,4,T32,22,14369,14368,14370
620,L0_S14_F369,4,T128,6,14369,14368,14370
621,L0_S14_F369,4,T96,1,14369,14368,14370
622,L0_S14_F371,1,T1,68,14371,14370,14372
623,L0_S14_F373,4,T64,39,14373,14372,14374
624,L0_S14_F373,4,T32,22,14373,14372,14374
625,L0_S14_F373,4,T128,6,14373,14372,14374
626,L0_S14_F373,4,T96,1,14373,14372,14374
627,L0_S14_F375,1,T1,68,14375,14374,14376
628,L0_S14_F377,4,T64,39,14377,14376,14378
629,L0_S14_F377,4,T32,22,14377,14376,14378
630,L0_S14_F377,4,T128,6,14377,14376,14378
631,L0_S14_F377,4,T96,1,14377,14376,14378
632,L0_S14_F379,1,T1,68,14379,14378,14380
633,L0_S14_F381,4,T64,39,14381,14380,14382
634,L0_S14_F381,4,T32,22,14381,14380,14382
635,L0_S14_F381,4,T128,6,14381,14380,14382
636,L0_S14_F381,4,T96,1,14381,14380,14382
637,L0_S14_F383,1,T1,68,14383,14382,14384
638,L0_S14_F385,4,T64,39,14385,14384,14386
639,L0_S14_F385,4,T32,22,14385,14384,14386
640,L0_S14_F385,4,T128,6,14385,14384,14386
641,L0_S14_F385,4,T96,1,14385,14384,14386
642,L0_S14_F387,1,T1,68,14387,14386,14388
643,L0_S14_F389,4,T64,39,14389,14388,14390
644,L0_S14_F389,4,T32,22,14389,14388,14390
645,L0_S14_F389,4,T128,6,14389,14388,14390
646,L0_S14_F389,4,T96,1,14389,14388,14390
647,L0_S14_F391,1,T1,68,14391,14390,14392
648,L0_S14_F393,4,T64,39,14393,14392,14394
649,L0_S14_F393,4,T32,22,14393,14392,14394
650,L0_S14_F393,4,T128,6,14393,14392,14394
651,L0_S14_F393,4,T96,1,14393,14392,14394
652,L0_S15_F396,1,T1,1,15396,15395,15397
653,L0_S15_F399,1,T1,1,15399,15398,15400
654,L0_S15_F402,1,T1,1,15402,15401,15403
655,L0_S15_F405,1,T1,1,15405,15404,15406
656,L0_S15_F408,1,T1,1,15408,15407,15409
657,L0_S15_F411,1,T1,1,15411,15410,15412
658,L0_S15_F414,1,T1,1,15414,15413,15415
659,L0_S15_F417,1,T1,1,15417,15416,15418
660,L0_S15_F420,1,T1,1,15420,15419,15421
661,L0_S16_F422,1,T1,77,16422,16421,16423
662,L0_S16_F424,1,T1,33,16424,16423,16425
663,L0_S16_F425,2,T2,75,16425,16424,16426
664,L0_S16_F425,2,T96,2,16425,16424,16426
665,L0_S16_F427,1,T1,77,16427,16426,16428
666,L0_S16_F429,1,T1,33,16429,16428,16430
667,L0_S16_F430,2,T2,75,16430,16429,16431
668,L0_S16_F430,2,T96,2,16430,16429,16431
669,L0_S21_F468,1,T1,107,21468,21467,21469
670,L0_S21_F470,1,T1,20,21470,21469,21471
671,L0_S21_F471,14,T48576,33,21471,21470,21472
672,L0_S21_F471,14,T1372,32,21471,21470,21472
673,L0_S21_F471,14,T16777557,11,21471,21470,21472
674,L0_S21_F471,14,T16,7,21471,21470,21472
675,L0_S21_F471,14,T16384,6,21471,21470,21472
676,L0_S21_F471,14,T96,5,21471,21470,21472
677,L0_S21_F471,14,T4,4,21471,21470,21472
678,L0_S21_F471,14,T65536,2,21471,21470,21472
679,L0_S21_F471,14,T12582912,2,21471,21470,21472
680,L0_S21_F471,14,T589824,1,21471,21470,21472
681,L0_S21_F471,14,T6553,1,21471,21470,21472
682,L0_S21_F471,14,T512,1,21471,21470,21472
683,L0_S21_F471,14,T32,1,21471,21470,21472
684,L0_S21_F471,14,T33554448,1,21471,21470,21472
685,L0_S21_F473,1,T1,66,21473,21472,21474
686,L0_S21_F475,1,T1,17,21475,21474,21476
687,L0_S21_F476,9,T48576,33,21476,21475,21477
688,L0_S21_F476,9,T16777557,11,21476,21475,21477
689,L0_S21_F476,9,T16,7,21476,21475,21477
690,L0_S21_F476,9,T16384,6,21476,21475,21477
691,L0_S21_F476,9,T4,4,21476,21475,21477
692,L0_S21_F476,9,T12582912,2,21476,21475,21477
693,L0_S21_F476,9,T512,1,21476,21475,21477
694,L0_S21_F476,9,T33554448,1,21476,21475,21477
695,L0_S21_F476,9,T32,1,21476,21475,21477
696,L0_S21_F478,1,T1,107,21478,21477,21479
697,L0_S21_F480,1,T1,20,21480,21479,21481
698,L0_S21_F481,14,T48576,33,21481,21480,21482
699,L0_S21_F481,14,T1372,32,21481,21480,21482
700,L0_S21_F481,14,T16777557,11,21481,21480,21482
701,L0_S21_F481,14,T16,7,21481,21480,21482
702,L0_S21_F481,14,T16384,6,21481,21480,21482
703,L0_S21_F481,14,T96,5,21481,21480,21482
704,L0_S21_F481,14,T4,4,21481,21480,21482
705,L0_S21_F481,14,T65536,2,21481,21480,21482
706,L0_S21_F481,14,T12582912,2,21481,21480,21482
707,L0_S21_F481,14,T589824,1,21481,21480,21482
708,L0_S21_F481,14,T6553,1,21481,21480,21482
709,L0_S21_F481,14,T512,1,21481,21480,21482
710,L0_S21_F481,14,T32,1,21481,21480,21482
711,L0_S21_F481,14,T33554448,1,21481,21480,21482
712,L0_S21_F483,1,T1,71,21483,21482,21484
713,L0_S21_F485,1,T1,17,21485,21484,21486
714,L0_S21_F486,10,T48576,33,21486,21485,21487
715,L0_S21_F486,10,T16777557,11,21486,21485,21487
716,L0_S21_F486,10,T16,7,21486,21485,21487
717,L0_S21_F486,10,T16384,6,21486,21485,21487
718,L0_S21_F486,10,T96,5,21486,21485,21487
719,L0_S21_F486,10,T4,4,21486,21485,21487
720,L0_S21_F486,10,T12582912,2,21486,21485,21487
721,L0_S21_F486,10,T512,1,21486,21485,21487
722,L0_S21_F486,10,T32,1,21486,21485,21487
723,L0_S21_F486,10,T33554448,1,21486,21485,21487
724,L0_S21_F488,1,T1,107,21488,21487,21489
725,L0_S21_F490,1,T1,20,21490,21489,21491
726,L0_S21_F491,14,T48576,33,21491,21490,21492
727,L0_S21_F491,14,T1372,32,21491,21490,21492
728,L0_S21_F491,14,T16777557,11,21491,21490,21492
729,L0_S21_F491,14,T16,7,21491,21490,21492
730,L0_S21_F491,14,T16384,6,21491,21490,21492
731,L0_S21_F491,14,T96,5,21491,21490,21492
732,L0_S21_F491,14,T4,4,21491,21490,21492
733,L0_S21_F491,14,T12582912,2,21491,21490,21492
734,L0_S21_F491,14,T65536,2,21491,21490,21492
735,L0_S21_F491,14,T512,1,21491,21490,21492
736,L0_S21_F491,14,T6553,1,21491,21490,21492
737,L0_S21_F491,14,T589824,1,21491,21490,21492
738,L0_S21_F491,14,T33554448,1,21491,21490,21492
739,L0_S21_F491,14,T32,1,21491,21490,21492
740,L0_S21_F493,1,T1,66,21493,21492,21494
741,L0_S21_F495,1,T1,17,21495,21494,21496
742,L0_S21_F496,9,T48576,33,21496,21495,21497
743,L0_S21_F496,9,T16777557,11,21496,21495,21497
744,L0_S21_F496,9,T16,7,21496,21495,21497
745,L0_S21_F496,9,T16384,6,21496,21495,21497
746,L0_S21_F496,9,T4,4,21496,21495,21497
747,L0_S21_F496,9,T12582912,2,21496,21495,21497
748,L0_S21_F496,9,T512,1,21496,21495,21497
749,L0_S21_F496,9,T33554448,1,21496,21495,21497
750,L0_S21_F496,9,T32,1,21496,21495,21497
751,L0_S21_F498,1,T1,66,21498,21497,21499
752,L0_S21_F500,1,T1,17,21500,21499,21501
753,L0_S21_F501,9,T48576,33,21501,21500,21502
754,L0_S21_F501,9,T16777557,11,21501,21500,21502
755,L0_S21_F501,9,T16,7,21501,21500,21502
756,L0_S21_F501,9,T16384,6,21501,21500,21502
757,L0_S21_F501,9,T4,4,21501,21500,21502
758,L0_S21_F501,9,T12582912,2,21501,21500,21502
759,L0_S21_F501,9,T512,1,21501,21500,21502
760,L0_S21_F501,9,T33554448,1,21501,21500,21502
761,L0_S21_F501,9,T32,1,21501,21500,21502
762,L0_S21_F503,1,T1,66,21503,21502,21504
763,L0_S21_F505,1,T1,17,21505,21504,21506
764,L0_S21_F506,9,T48576,33,21506,21505,21507
765,L0_S21_F506,9,T16777557,11,21506,21505,21507
766,L0_S21_F506,9,T16,7,21506,21505,21507
767,L0_S21_F506,9,T16384,6,21506,21505,21507
768,L0_S21_F506,9,T4,4,21506,21505,21507
769,L0_S21_F506,9,T12582912,2,21506,21505,21507
770,L0_S21_F506,9,T512,1,21506,21505,21507
771,L0_S21_F506,9,T33554448,1,21506,21505,21507
772,L0_S21_F506,9,T32,1,21506,21505,21507
773,L0_S21_F508,1,T1,66,21508,21507,21509
774,L0_S21_F510,1,T1,17,21510,21509,21511
775,L0_S21_F511,9,T48576,33,21511,21510,21512
776,L0_S21_F511,9,T16777557,11,21511,21510,21512
777,L0_S21_F511,9,T16,7,21511,21510,21512
778,L0_S21_F511,9,T16384,6,21511,21510,21512
779,L0_S21_F511,9,T4,4,21511,21510,21512
780,L0_S21_F511,9,T12582912,2,21511,21510,21512
781,L0_S21_F511,9,T512,1,21511,21510,21512
782,L0_S21_F511,9,T33554448,1,21511,21510,21512
783,L0_S21_F511,9,T32,1,21511,21510,21512
784,L0_S21_F513,1,T1,66,21513,21512,21514
785,L0_S21_F515,1,T1,17,21515,21514,21516
786,L0_S21_F516,9,T48576,33,21516,21515,21517
787,L0_S21_F516,9,T16777557,11,21516,21515,21517
788,L0_S21_F516,9,T16,7,21516,21515,21517
789,L0_S21_F516,9,T16384,6,21516,21515,21517
790,L0_S21_F516,9,T4,4,21516,21515,21517
791,L0_S21_F516,9,T12582912,2,21516,21515,21517
792,L0_S21_F516,9,T512,1,21516,21515,21517
793,L0_S21_F516,9,T33554448,1,21516,21515,21517
794,L0_S21_F516,9,T32,1,21516,21515,21517
795,L0_S21_F518,1,T1,66,21518,21517,21519
796,L0_S21_F520,1,T1,17,21520,21519,21521
797,L0_S21_F521,9,T48576,33,21521,21520,21522
798,L0_S21_F521,9,T16777557,11,21521,21520,21522
799,L0_S21_F521,9,T16,7,21521,21520,21522
800,L0_S21_F521,9,T16384,6,21521,21520,21522
801,L0_S21_F521,9,T4,4,21521,21520,21522
802,L0_S21_F521,9,T12582912,2,21521,21520,21522
803,L0_S21_F521,9,T512,1,21521,21520,21522
804,L0_S21_F521,9,T32,1,21521,21520,21522
805,L0_S21_F521,9,T33554448,1,21521,21520,21522
806,L0_S21_F523,1,T1,66,21523,21522,21524
807,L0_S21_F525,1,T1,17,21525,21524,21526
808,L0_S21_F526,9,T48576,33,21526,21525,21527
809,L0_S21_F526,9,T16777557,11,21526,21525,21527
810,L0_S21_F526,9,T16,7,21526,21525,21527
811,L0_S21_F526,9,T16384,6,21526,21525,21527
812,L0_S21_F526,9,T4,4,21526,21525,21527
813,L0_S21_F526,9,T12582912,2,21526,21525,21527
814,L0_S21_F526,9,T512,1,21526,21525,21527
815,L0_S21_F526,9,T33554448,1,21526,21525,21527
816,L0_S21_F526,9,T32,1,21526,21525,21527
817,L0_S21_F528,1,T1,66,21528,21527,21529
818,L0_S21_F530,1,T1,17,21530,21529,21531
819,L0_S21_F531,9,T48576,33,21531,21530,21532
820,L0_S21_F531,9,T16777557,11,21531,21530,21532
821,L0_S21_F531,9,T16,7,21531,21530,21532
822,L0_S21_F531,9,T16384,6,21531,21530,21532
823,L0_S21_F531,9,T4,4,21531,21530,21532
824,L0_S21_F531,9,T12582912,2,21531,21530,21532
825,L0_S21_F531,9,T512,1,21531,21530,21532
826,L0_S21_F531,9,T32,1,21531,21530,21532
827,L0_S21_F531,9,T33554448,1,21531,21530,21532
828,L0_S21_F533,1,T1,66,21533,21532,21534
829,L0_S21_F535,1,T1,17,21535,21534,21536
830,L0_S21_F536,9,T48576,33,21536,21535,21537
831,L0_S21_F536,9,T16777557,11,21536,21535,21537
832,L0_S21_F536,9,T16,7,21536,21535,21537
833,L0_S21_F536,9,T16384,6,21536,21535,21537
834,L0_S21_F536,9,T4,4,21536,21535,21537
835,L0_S21_F536,9,T12582912,2,21536,21535,21537
836,L0_S21_F536,9,T512,1,21536,21535,21537
837,L0_S21_F536,9,T33554448,1,21536,21535,21537
838,L0_S21_F536,9,T32,1,21536,21535,21537
839,L0_S21_F538,1,T1,66,21538,21537,21539
840,L0_S21_F540,1,T1,17,21540,21539,21541
841,L0_S21_F541,9,T48576,33,21541,21540,21542
842,L0_S21_F541,9,T16777557,11,21541,21540,21542
843,L0_S21_F541,9,T16,7,21541,21540,21542
844,L0_S21_F541,9,T16384,6,21541,21540,21542
845,L0_S21_F541,9,T4,4,21541,21540,21542
846,L0_S21_F541,9,T12582912,2,21541,21540,21542
847,L0_S21_F541,9,T512,1,21541,21540,21542
848,L0_S21_F541,9,T32,1,21541,21540,21542
849,L0_S21_F541,9,T33554448,1,21541,21540,21542
850,L0_S22_F542,1,T1,78,22542,22541,22543
851,L0_S22_F544,1,T1,29,22544,22543,22545
852,L0_S22_F545,13,T16777557,26,22545,22544,22546
853,L0_S22_F545,13,T48576,23,22545,22544,22546
854,L0_S22_F545,13,T512,7,22545,22544,22546
855,L0_S22_F545,13,T8,7,22545,22544,22546
856,L0_S22_F545,13,T96,4,22545,22544,22546
857,L0_S22_F545,13,T12582912,2,22545,22544,22546
858,L0_S22_F545,13,T16,2,22545,22544,22546
859,L0_S22_F545,13,T1372,2,22545,22544,22546
860,L0_S22_F545,13,T32,2,22545,22544,22546
861,L0_S22_F545,13,T-18748192,2,22545,22544,22546
862,L0_S22_F545,13,T16777232,1,22545,22544,22546
863,L0_S22_F545,13,T589824,1,22545,22544,22546
864,L0_S22_F545,13,T6553,1,22545,22544,22546
865,L0_S22_F547,1,T1,70,22547,22546,22548
866,L0_S22_F549,1,T1,28,22549,22548,22550
867,L0_S22_F550,8,T16777557,26,22550,22549,22551
868,L0_S22_F550,8,T48576,23,22550,22549,22551
869,L0_S22_F550,8,T512,7,22550,22549,22551
870,L0_S22_F550,8,T8,7,22550,22549,22551
871,L0_S22_F550,8,T16,2,22550,22549,22551
872,L0_S22_F550,8,T32,2,22550,22549,22551
873,L0_S22_F550,8,T12582912,2,22550,22549,22551
874,L0_S22_F550,8,T16777232,1,22550,22549,22551
875,L0_S22_F552,1,T1,78,22552,22551,22553
876,L0_S22_F554,1,T1,29,22554,22553,22555
877,L0_S22_F555,12,T16777557,26,22555,22554,22556
878,L0_S22_F555,12,T48576,23,22555,22554,22556
879,L0_S22_F555,12,T8,7,22555,22554,22556
880,L0_S22_F555,12,T512,7,22555,22554,22556
881,L0_S22_F555,12,T96,4,22555,22554,22556
882,L0_S22_F555,12,T32,2,22555,22554,22556
883,L0_S22_F555,12,T12582912,2,22555,22554,22556
884,L0_S22_F555,12,T16,2,22555,22554,22556
885,L0_S22_F555,12,T1372,2,22555,22554,22556
886,L0_S22_F555,12,T16777232,1,22555,22554,22556
887,L0_S22_F555,12,T589824,1,22555,22554,22556
888,L0_S22_F555,12,T6553,1,22555,22554,22556
889,L0_S22_F557,1,T1,74,22557,22556,22558
890,L0_S22_F559,1,T1,28,22559,22558,22560
891,L0_S22_F560,9,T16777557,26,22560,22559,22561
892,L0_S22_F560,9,T48576,23,22560,22559,22561
893,L0_S22_F560,9,T8,7,22560,22559,22561
894,L0_S22_F560,9,T512,7,22560,22559,22561
895,L0_S22_F560,9,T96,4,22560,22559,22561
896,L0_S22_F560,9,T16,2,22560,22559,22561
897,L0_S22_F560,9,T12582912,2,22560,22559,22561
898,L0_S22_F560,9,T32,2,22560,22559,22561
899,L0_S22_F560,9,T16777232,1,22560,22559,22561
900,L0_S22_F562,1,T1,78,22562,22561,22563
901,L0_S22_F564,1,T1,29,22564,22563,22565
902,L0_S22_F565,12,T16777557,26,22565,22564,22566
903,L0_S22_F565,12,T48576,23,22565,22564,22566
904,L0_S22_F565,12,T512,7,22565,22564,22566
905,L0_S22_F565,12,T8,7,22565,22564,22566
906,L0_S22_F565,12,T96,4,22565,22564,22566
907,L0_S22_F565,12,T16,2,22565,22564,22566
908,L0_S22_F565,12,T12582912,2,22565,22564,22566
909,L0_S22_F565,12,T1372,2,22565,22564,22566
910,L0_S22_F565,12,T32,2,22565,22564,22566
911,L0_S22_F565,12,T16777232,1,22565,22564,22566
912,L0_S22_F565,12,T589824,1,22565,22564,22566
913,L0_S22_F565,12,T6553,1,22565,22564,22566
914,L0_S22_F567,1,T1,70,22567,22566,22568
915,L0_S22_F569,1,T1,28,22569,22568,22570
916,L0_S22_F570,8,T16777557,26,22570,22569,22571
917,L0_S22_F570,8,T48576,23,22570,22569,22571
918,L0_S22_F570,8,T8,7,22570,22569,22571
919,L0_S22_F570,8,T512,7,22570,22569,22571
920,L0_S22_F570,8,T12582912,2,22570,22569,22571
921,L0_S22_F570,8,T16,2,22570,22569,22571
922,L0_S22_F570,8,T32,2,22570,22569,22571
923,L0_S22_F570,8,T16777232,1,22570,22569,22571
924,L0_S22_F572,1,T1,70,22572,22571,22573
925,L0_S22_F574,1,T1,28,22574,22573,22575
926,L0_S22_F575,8,T16777557,26,22575,22574,22576
927,L0_S22_F575,8,T48576,23,22575,22574,22576
928,L0_S22_F575,8,T8,7,22575,22574,22576
929,L0_S22_F575,8,T512,7,22575,22574,22576
930,L0_S22_F575,8,T16,2,22575,22574,22576
931,L0_S22_F575,8,T32,2,22575,22574,22576
932,L0_S22_F575,8,T12582912,2,22575,22574,22576
933,L0_S22_F575,8,T16777232,1,22575,22574,22576
934,L0_S22_F577,1,T1,70,22577,22576,22578
935,L0_S22_F579,1,T1,28,22579,22578,22580
936,L0_S22_F580,8,T16777557,26,22580,22579,22581
937,L0_S22_F580,8,T48576,23,22580,22579,22581
938,L0_S22_F580,8,T8,7,22580,22579,22581
939,L0_S22_F580,8,T512,7,22580,22579,22581
940,L0_S22_F580,8,T16,2,22580,22579,22581
941,L0_S22_F580,8,T12582912,2,22580,22579,22581
942,L0_S22_F580,8,T32,2,22580,22579,22581
943,L0_S22_F580,8,T16777232,1,22580,22579,22581
944,L0_S22_F582,1,T1,70,22582,22581,22583
945,L0_S22_F584,1,T1,28,22584,22583,22585
946,L0_S22_F585,8,T16777557,26,22585,22584,22586
947,L0_S22_F585,8,T48576,23,22585,22584,22586
948,L0_S22_F585,8,T8,7,22585,22584,22586
949,L0_S22_F585,8,T512,7,22585,22584,22586
950,L0_S22_F585,8,T16,2,22585,22584,22586
951,L0_S22_F585,8,T12582912,2,22585,22584,22586
952,L0_S22_F585,8,T32,2,22585,22584,22586
953,L0_S22_F585,8,T16777232,1,22585,22584,22586
954,L0_S22_F587,1,T1,70,22587,22586,22588
955,L0_S22_F589,1,T1,28,22589,22588,22590
956,L0_S22_F590,8,T16777557,26,22590,22589,22591
957,L0_S22_F590,8,T48576,23,22590,22589,22591
958,L0_S22_F590,8,T8,7,22590,22589,22591
959,L0_S22_F590,8,T512,7,22590,22589,22591
960,L0_S22_F590,8,T12582912,2,22590,22589,22591
961,L0_S22_F590,8,T16,2,22590,22589,22591
962,L0_S22_F590,8,T32,2,22590,22589,22591
963,L0_S22_F590,8,T16777232,1,22590,22589,22591
964,L0_S22_F592,1,T1,70,22592,22591,22593
965,L0_S22_F594,1,T1,28,22594,22593,22595
966,L0_S22_F595,8,T16777557,26,22595,22594,22596
967,L0_S22_F595,8,T48576,23,22595,22594,22596
968,L0_S22_F595,8,T8,7,22595,22594,22596
969,L0_S22_F595,8,T512,7,22595,22594,22596
970,L0_S22_F595,8,T12582912,2,22595,22594,22596
971,L0_S22_F595,8,T16,2,22595,22594,22596
972,L0_S22_F595,8,T32,2,22595,22594,22596
973,L0_S22_F595,8,T16777232,1,22595,22594,22596
974,L0_S22_F597,1,T1,70,22597,22596,22598
975,L0_S22_F599,1,T1,28,22599,22598,22600
976,L0_S22_F600,8,T16777557,26,22600,22599,22601
977,L0_S22_F600,8,T48576,23,22600,22599,22601
978,L0_S22_F600,8,T512,7,22600,22599,22601
979,L0_S22_F600,8,T8,7,22600,22599,22601
980,L0_S22_F600,8,T12582912,2,22600,22599,22601
981,L0_S22_F600,8,T16,2,22600,22599,22601
982,L0_S22_F600,8,T32,2,22600,22599,22601
983,L0_S22_F600,8,T16777232,1,22600,22599,22601
984,L0_S22_F602,1,T1,70,22602,22601,22603
985,L0_S22_F604,1,T1,28,22604,22603,22605
986,L0_S22_F605,8,T16777557,26,22605,22604,22606
987,L0_S22_F605,8,T48576,23,22605,22604,22606
988,L0_S22_F605,8,T8,7,22605,22604,22606
989,L0_S22_F605,8,T512,7,22605,22604,22606
990,L0_S22_F605,8,T12582912,2,22605,22604,22606
991,L0_S22_F605,8,T16,2,22605,22604,22606
992,L0_S22_F605,8,T32,2,22605,22604,22606
993,L0_S22_F605,8,T16777232,1,22605,22604,22606
994,L0_S22_F607,1,T1,70,22607,22606,22608
995,L0_S22_F609,1,T1,28,22609,22608,22610
996,L0_S22_F610,8,T16777557,26,22610,22609,22611
997,L0_S22_F610,8,T48576,23,22610,22609,22611
998,L0_S22_F610,8,T512,7,22610,22609,22611
999,L0_S22_F610,8,T8,7,22610,22609,22611
1000,L0_S22_F610,8,T12582912,2,22610,22609,22611
1001,L0_S22_F610,8,T32,2,22610,22609,22611
1002,L0_S22_F610,8,T16,2,22610,22609,22611
1003,L0_S22_F610,8,T16777232,1,22610,22609,22611
1004,L0_S22_F612,1,T1,70,22612,22611,22613
1005,L0_S22_F614,1,T1,28,22614,22613,22615
1006,L0_S22_F615,8,T16777557,26,22615,22614,22616
1007,L0_S22_F615,8,T48576,23,22615,22614,22616
1008,L0_S22_F615,8,T8,7,22615,22614,22616
1009,L0_S22_F615,8,T512,7,22615,22614,22616
1010,L0_S22_F615,8,T12582912,2,22615,22614,22616
1011,L0_S22_F615,8,T16,2,22615,22614,22616
1012,L0_S22_F615,8,T32,2,22615,22614,22616
